"Daily BID rates @ +/- 0%"
"www.oanda.com/currency/historical-rates/"
""
""
"End Date","USD/SAR","USD/EUR","USD/CNY","USD/JPY","USD/GBP","","","","",""
"2001-04-29","3.7502","1.1236","8.2778","124.02","0.6944",,,,,
"2001-04-28","3.7502","1.1236","8.2778","124.02","0.6944",,,,,
"2001-04-27","3.7503","1.1223","8.2773","123.94","0.6975",,,,,
"2001-04-26","3.7503","1.1061","8.2769","123.13","0.6943",,,,,
"2001-04-25","3.7503","1.1154","8.2767","122.26","0.6941",,,,,
"2001-04-24","3.7501","1.1182","8.2769","122.08","0.6964",,,,,
"2001-04-23","3.7501","1.1130","8.2770","121.14","0.6936",,,,,
"2001-04-22","3.7502","1.1089","8.2775","121.96","0.6931",,,,,
"2001-04-21","3.7504","1.1089","8.2775","122.33","0.6924",,,,,
"2001-04-20","3.7504","1.1070","8.2775","122.33","0.6924",,,,,
"2001-04-19","3.7504","1.1150","8.2773","121.39","0.6919",,,,,
"2001-04-18","3.7504","1.1289","8.2775","122.27","0.7002",,,,,
"2001-04-17","3.7504","1.1332","8.2775","123.33","0.6989",,,,,
"2001-04-16","3.7503","1.1270","8.2769","124.52","0.6965",,,,,
"2001-04-15","3.7503","1.1254","8.2769","124.15","0.6951",,,,,
"2001-04-14","3.7503","1.1254","8.2769","124.17","0.6958",,,,,
"2001-04-13","3.7503","1.1254","8.2769","124.17","0.6958",,,,,
"2001-04-12","3.7504","1.1208","8.2772","123.58","0.6947",,,,,
"2001-04-11","3.7504","1.1267","8.2769","124.73","0.6959",,,,,
"2001-04-10","3.7498","1.1260","8.2769","124.27","0.6981",,,,,
"2001-04-09","3.7502","1.1147","8.2770","124.98","0.6921",,,,,
"2001-04-08","3.7504","1.1072","8.2767","123.65","0.6947",,,,,
"2001-04-07","3.7495","1.1072","8.2767","123.65","0.6942",,,,,
"2001-04-06","3.7495","1.1064","8.2767","123.81","0.6949",,,,,
"2001-04-05","3.7503","1.1181","8.2768","124.21","0.7005",,,,,
"2001-04-04","3.7504","1.1090","8.2771","125.41","0.6971",,,,,
"2001-04-03","3.7504","1.1152","8.2772","125.50","0.6974",,,,,
"2001-04-02","3.7504","1.1364","8.2776","126.68","0.7055",,,,,
"2001-04-01","3.7503","1.1432","8.2777","126.25","0.7052",,,,,
"2001-03-31","3.7503","1.1432","8.2777","126.25","0.7058",,,,,
"2001-03-30","3.7504","1.1374","8.2777","126.25","0.7058",,,,,
"2001-03-29","3.7498","1.1325","8.2779","123.56","0.7005",,,,,
"2001-03-28","3.7503","1.1278","8.2777","122.33","0.6960",,,,,
"2001-03-27","3.7498","1.1189","8.2773","122.13","0.6981",,,,,
"2001-03-26","3.7498","1.1157","8.2771","122.72","0.6968",,,,,
"2001-03-25","3.7500","1.1207","8.2773","122.80","0.7014",,,,,
"2001-03-24","3.7498","1.1232","8.2773","122.74","0.7014",,,,,
"2001-03-23","3.7498","1.1234","8.2773","122.77","0.7010",,,,,
"2001-03-22","3.7495","1.1265","8.2768","123.54","0.7037",,,,,
"2001-03-21","3.7504","1.1156","8.2771","123.37","0.6988",,,,,
"2001-03-20","3.7504","1.1004","8.2772","122.22","0.6963",,,,,
"2001-03-19","3.7504","1.1125","8.2772","122.98","0.7012",,,,,
"2001-03-18","3.7504","1.1143","8.2771","122.98","0.6978",,,,,
"2001-03-17","3.7504","1.1143","8.2771","122.98","0.6978",,,,,
"2001-03-16","3.7504","1.1155","8.2771","122.98","0.6978",,,,,
"2001-03-15","3.7504","1.1114","8.2776","122.33","0.6954",,,,,
"2001-03-14","3.7498","1.0971","8.2778","121.04","0.6917",,,,,
"2001-03-13","3.7503","1.0929","8.2783","119.70","0.6897",,,,,
"2001-03-12","3.7503","1.0755","8.2784","120.36","0.6826",,,,,
"2001-03-11","3.7503","1.0727","8.2774","119.27","0.6816",,,,,
"2001-03-10","3.7503","1.0701","8.2774","119.49","0.6802",,,,,
"2001-03-09","3.7498","1.0719","8.2774","119.49","0.6802",,,,,
"2001-03-08","3.7504","1.0728","8.2770","119.64","0.6806",,,,,
"2001-03-07","3.7504","1.0752","8.2773","119.94","0.6844",,,,,
"2001-03-06","3.7504","1.0697","8.2778","118.86","0.6811",,,,,
"2001-03-05","3.7504","1.0757","8.2777","119.05","0.6813",,,,,
"2001-03-04","3.7504","1.0686","8.2782","119.14","0.6803",,,,,
"2001-03-03","3.7504","1.0686","8.2782","119.13","0.6798",,,,,
"2001-03-02","3.7504","1.0689","8.2782","118.99","0.6790",,,,,
"2001-03-01","3.7504","1.0758","8.2778","117.40","0.6872",,,,,
"2001-02-28","3.7503","1.0824","8.2783","117.28","0.6920",,,,,
"2001-02-27","3.7504","1.0893","8.2781","116.08","0.6927",,,,,
"2001-02-26","3.7504","1.0966","8.2776","116.43","0.6916",,,,,
"2001-02-25","3.7504","1.0873","8.2774","115.81","0.6871",,,,,
"2001-02-24","3.7504","1.0873","8.2774","115.78","0.6871",,,,,
"2001-02-23","3.7504","1.0873","8.2774","115.87","0.6878",,,,,
"2001-02-22","3.7504","1.1036","8.2769","116.87","0.6913",,,,,
"2001-02-21","3.7503","1.0996","8.2772","116.51","0.6927",,,,,
"2001-02-20","3.7503","1.0963","8.2767","115.71","0.6908",,,,,
"2001-02-19","3.7505","1.0846","8.2766","115.97","0.6910",,,,,
"2001-02-18","3.7503","1.0933","8.2770","115.74","0.6911",,,,,
"2001-02-17","3.7503","1.0933","8.2770","115.74","0.6904",,,,,
"2001-02-16","3.7495","1.0927","8.2770","115.74","0.6904",,,,,
"2001-02-15","3.7495","1.1049","8.2772","115.36","0.6894",,,,,
"2001-02-14","3.7503","1.0894","8.2764","116.42","0.6868",,,,,
"2001-02-13","3.7497","1.0853","8.2765","116.59","0.6879",,,,,
"2001-02-12","3.7498","1.0728","8.2774","117.39","0.6882",,,,,
"2001-02-11","3.7504","1.0806","8.2764","117.52","0.6918",,,,,
"2001-02-10","3.7504","1.0800","8.2764","117.44","0.6918",,,,,
"2001-02-09","3.7504","1.0800","8.2764","117.47","0.6922",,,,,
"2001-02-08","3.7504","1.0881","8.2763","116.64","0.6920",,,,,
"2001-02-07","3.7504","1.0758","8.2765","116.30","0.6873",,,,,
"2001-02-06","3.7495","1.0756","8.2766","114.73","0.6853",,,,,
"2001-02-05","3.7497","1.0650","8.2770","114.67","0.6775",,,,,
"2001-02-04","3.7503","1.0679","8.2774","115.61","0.6805",,,,,
"2001-02-03","3.7503","1.0679","8.2774","115.64","0.6805",,,,,
"2001-02-02","3.7497","1.0683","8.2774","115.62","0.6803",,,,,
"2001-02-01","3.7499","1.0629","8.2772","115.51","0.6761",,,,,
"2001-01-31","3.7503","1.0674","8.2781","116.34","0.6827",,,,,
"2001-01-30","3.7503","1.0789","8.2786","115.82","0.6835",,,,,
"2001-01-29","3.7495","1.0899","8.2786","116.66","0.6857",,,,,
"2001-01-28","3.7504","1.0824","8.2786","117.30","0.6842",,,,,
"2001-01-27","3.7504","1.0824","8.2786","117.15","0.6842",,,,,
"2001-01-26","3.7505","1.0814","8.2786","117.28","0.6840",,,,,
"2001-01-25","3.7505","1.0814","8.2786","116.74","0.6836",,,,,
"2001-01-24","3.7505","1.0843","8.2786","117.77","0.6866",,,,,
"2001-01-23","3.7505","1.0664","8.2786","117.01","0.6803",,,,,
"2001-01-22","3.7506","1.0642","8.2782","116.27","0.6826",,,,,
"2001-01-21","3.7504","1.0695","8.2762","117.01","0.6835",,,,,
"2001-01-20","3.7504","1.0695","8.2762","117.14","0.6835",,,,,
"2001-01-19","3.7506","1.0695","8.2764","117.14","0.6835",,,,,
"2001-01-18","3.7506","1.0574","8.2764","117.97","0.6783",,,,,
"2001-01-17","3.7506","1.0696","8.2764","118.82","0.6786",,,,,
"2001-01-16","3.7506","1.0621","8.2766","117.59","0.6794",,,,,
"2001-01-15","3.7498","1.0606","8.2767","118.85","0.6768",,,,,
"2001-01-14","3.7507","1.0503","8.2768","118.32","0.6764",,,,,
"2001-01-13","3.7506","1.0503","8.2768","118.45","0.6764",,,,,
"2001-01-12","3.7500","1.0503","8.2768","118.47","0.6766",,,,,
"2001-01-11","3.7499","1.0498","8.2767","117.59","0.6673",,,,,
"2001-01-10","3.7507","1.0666","8.2769","116.45","0.6721",,,,,
"2001-01-09","3.7507","1.0579","8.2771","116.74","0.6709",,,,,
"2001-01-08","3.7501","1.0537","8.2778","116.02","0.6679",,,,,
"2001-01-07","3.7504","1.0445","8.2775","116.59","0.6654",,,,,
"2001-01-06","3.7504","1.0458","8.2775","116.55","0.6648",,,,,
"2001-01-05","3.7498","1.0435","8.2775","116.49","0.6654",,,,,
"2001-01-04","3.7498","1.0521","8.2781","115.65","0.6658",,,,,
"2001-01-03","3.7499","1.0762","8.2773","113.60","0.6709",,,,,
"2001-01-02","3.7501","1.0519","8.2779","114.37","0.6665",,,,,
"2001-01-01","3.7507","1.0614","8.2774","114.40","0.6684",,,,,
"2000-12-31","3.7506","1.0615","8.2774","114.39","0.6696",,,,,
"2000-12-30","3.7500","1.0615","8.2774","114.39","0.6696",,,,,
"2000-12-29","3.7500","1.0615","8.2774","114.39","0.6696",,,,,
"2000-12-28","3.7500","1.0754","8.2781","114.41","0.6694",,,,,
"2000-12-27","3.7500","1.0744","8.2770","114.29","0.6676",,,,,
"2000-12-26","3.7500","1.0723","8.2769","113.55","0.6736",,,,,
"2000-12-25","3.7500","1.0806","8.2770","112.76","0.6758",,,,,
"2000-12-24","3.7500","1.0825","8.2777","112.86","0.6787",,,,,
"2000-12-23","3.7500","1.0825","8.2777","112.84","0.6770",,,,,
"2000-12-22","3.7500","1.0815","8.2777","112.84","0.6770",,,,,
"2000-12-21","3.7499","1.0918","8.2768","112.29","0.6788",,,,,
"2000-12-20","3.7506","1.0989","8.2769","112.63","0.6759",,,,,
"2000-12-19","3.7506","1.1169","8.2772","112.42","0.6807",,,,,
"2000-12-18","3.7499","1.1187","8.2774","112.11","0.6783",,,,,
"2000-12-17","3.7506","1.1148","8.2768","112.42","0.6777",,,,,
"2000-12-16","3.7506","1.1148","8.2768","112.50","0.6777",,,,,
"2000-12-15","3.7506","1.1166","8.2768","112.53","0.6780",,,,,
"2000-12-14","3.7506","1.1222","8.2768","112.11","0.6790",,,,,
"2000-12-13","3.7497","1.1404","8.2770","112.31","0.6871",,,,,
"2000-12-12","3.7499","1.1373","8.2771","111.39","0.6901",,,,,
"2000-12-11","3.7497","1.1406","8.2773","110.77","0.6865",,,,,
"2000-12-10","3.7505","1.1271","8.2769","111.34","0.6909",,,,,
"2000-12-09","3.7505","1.1271","8.2769","110.90","0.6889",,,,,
"2000-12-08","3.7498","1.1348","8.2769","111.28","0.6916",,,,,
"2000-12-07","3.7507","1.1234","8.2770","110.50","0.6918",,,,,
"2000-12-06","3.7507","1.1213","8.2770","110.28","0.6929",,,,,
"2000-12-05","3.7507","1.1357","8.2770","111.12","0.6971",,,,,
"2000-12-04","3.7507","1.1236","8.2771","110.89","0.6878",,,,,
"2000-12-03","3.7507","1.1374","8.2775","111.42","0.6943",,,,,
"2000-12-02","3.7507","1.1374","8.2775","111.30","0.6943",,,,,
"2000-12-01","3.7508","1.1375","8.2775","111.16","0.6935",,,,,
"2000-11-30","3.7508","1.1461","8.2777","110.35","0.7007",,,,,
"2000-11-29","3.7507","1.1654","8.2774","111.14","0.7027",,,,,
"2000-11-28","3.7507","1.1675","8.2777","110.10","0.7059",,,,,
"2000-11-27","3.7506","1.1735","8.2780","110.62","0.7054",,,,,
"2000-11-26","3.7505","1.1913","8.2780","111.13","0.7136",,,,,
"2000-11-25","3.7505","1.1929","8.2780","111.23","0.7143",,,,,
"2000-11-24","3.7505","1.1929","8.2780","111.28","0.7143",,,,,
"2000-11-23","3.7508","1.1916","8.2780","110.30","0.7146",,,,,
"2000-11-22","3.7508","1.1851","8.2782","110.20","0.7107",,,,,
"2000-11-21","3.7508","1.1852","8.2769","110.15","0.7052",,,,,
"2000-11-20","3.7508","1.1735","8.2769","109.82","0.7023",,,,,
"2000-11-19","3.7508","1.1794","8.2769","108.82","0.7026",,,,,
"2000-11-18","3.7508","1.1794","8.2769","108.80","0.7027",,,,,
"2000-11-17","3.7508","1.1794","8.2769","108.79","0.7018",,,,,
"2000-11-16","3.7507","1.1729","8.2773","109.00","0.7023",,,,,
"2000-11-15","3.7507","1.1659","8.2768","108.86","0.7004",,,,,
"2000-11-14","3.7507","1.1652","8.2773","108.10","0.6986",,,,,
"2000-11-13","3.7505","1.1627","8.2768","107.60","0.6952",,,,,
"2000-11-12","3.7505","1.1609","8.2772","107.98","0.7006",,,,,
"2000-11-11","3.7505","1.1609","8.2772","107.85","0.7001",,,,,
"2000-11-10","3.7501","1.1621","8.2772","107.90","0.7009",,,,,
"2000-11-09","3.7508","1.1537","8.2768","107.35","0.6983",,,,,
"2000-11-08","3.7508","1.1680","8.2772","107.24","0.7017",,,,,
"2000-11-07","3.7508","1.1618","8.2769","106.96","0.6970",,,,,
"2000-11-06","3.7508","1.1605","8.2768","107.41","0.7001",,,,,
"2000-11-05","3.7507","1.1509","8.2768","107.07","0.6897",,,,,
"2000-11-04","3.7508","1.1509","8.2768","107.05","0.6894",,,,,
"2000-11-03","3.7509","1.1534","8.2768","106.94","0.6901",,,,,
"2000-11-02","3.7509","1.1639","8.2770","108.07","0.6913",,,,,
"2000-11-01","3.7508","1.1607","8.2773","108.13","0.6885",,,,,
"2000-10-31","3.7508","1.1779","8.2775","109.06","0.6902",,,,,
"2000-10-30","3.7508","1.1885","8.2780","108.92","0.6890",,,,,
"2000-10-29","3.7506","1.1905","8.2788","108.65","0.6870",,,,,
"2000-10-28","3.7508","1.1905","8.2788","108.56","0.6869",,,,,
"2000-10-27","3.7508","1.1896","8.2788","108.60","0.6873",,,,,
"2000-10-26","3.7508","1.2053","8.2785","108.29","0.6965",,,,,
"2000-10-25","3.7508","1.2071","8.2782","108.14","0.6980",,,,,
"2000-10-24","3.7502","1.1941","8.2784","107.86","0.6893",,,,,
"2000-10-23","3.7508","1.1962","8.2784","108.27","0.6887",,,,,
"2000-10-22","3.7507","1.1862","8.2778","108.85","0.6879",,,,,
"2000-10-21","3.7507","1.1862","8.2778","108.82","0.6892",,,,,
"2000-10-20","3.7507","1.1882","8.2778","108.82","0.6892",,,,,
"2000-10-19","3.7507","1.1855","8.2780","108.15","0.6913",,,,,
"2000-10-18","3.7508","1.1906","8.2781","107.80","0.6921",,,,,
"2000-10-17","3.7505","1.1694","8.2784","107.97","0.6890",,,,,
"2000-10-16","3.7505","1.1751","8.2781","108.05","0.6904",,,,,
"2000-10-15","3.7506","1.1667","8.2784","107.80","0.6885",,,,,
"2000-10-14","3.7505","1.1667","8.2784","107.82","0.6884",,,,,
"2000-10-13","3.7503","1.1708","8.2784","107.74","0.6887",,,,,
"2000-10-12","3.7506","1.1593","8.2786","107.53","0.6799",,,,,
"2000-10-11","3.7506","1.1496","8.2786","107.56","0.6832",,,,,
"2000-10-10","3.7505","1.1469","8.2789","107.78","0.6867",,,,,
"2000-10-09","3.7506","1.1513","8.2790","108.79","0.6897",,,,,
"2000-10-08","3.7506","1.1497","8.2796","108.91","0.6915",,,,,
"2000-10-07","3.7506","1.1497","8.2790","108.78","0.6915",,,,,
"2000-10-06","3.7505","1.1508","8.2790","108.75","0.6896",,,,,
"2000-10-05","3.7506","1.1326","8.2790","108.88","0.6817",,,,,
"2000-10-04","3.7506","1.1430","8.2790","109.30","0.6851",,,,,
"2000-10-03","3.7506","1.1373","8.2790","108.64","0.6814",,,,,
"2000-10-02","3.7506","1.1373","8.2790","108.78","0.6811",,,,,
"2000-10-01","3.7506","1.1326","8.2790","108.17","0.6771",,,,,
"2000-09-30","3.7506","1.1369","8.2790","107.52","0.6831",,,,,
"2000-09-29","3.7506","1.1369","8.2799","107.52","0.6831",,,,,
"2000-09-28","3.7506","1.1369","8.2799","107.52","0.6831",,,,,
"2000-09-27","3.7506","1.1316","8.2795","107.32","0.6827",,,,,
"2000-09-26","3.7505","1.1325","8.2791","107.57","0.6830",,,,,
"2000-09-25","3.7505","1.1436","8.2793","107.67","0.6884",,,,,
"2000-09-24","3.7506","1.1409","8.2787","108.00","0.6879",,,,,
"2000-09-23","3.7505","1.1409","8.2787","107.96","0.6879",,,,,
"2000-09-22","3.7506","1.1379","8.2787","107.95","0.6856",,,,,
"2000-09-21","3.7506","1.1648","8.2778","106.61","0.6955",,,,,
"2000-09-20","3.7506","1.1782","8.2775","106.50","0.7085",,,,,
"2000-09-19","3.7504","1.1743","8.2779","106.92","0.7088",,,,,
"2000-09-18","3.7504","1.1707","8.2772","106.90","0.7116",,,,,
"2000-09-17","3.7506","1.1726","8.2771","107.05","0.7161",,,,,
"2000-09-16","3.7506","1.1726","8.2771","107.08","0.7161",,,,,
"2000-09-15","3.7504","1.1704","8.2771","107.23","0.7148",,,,,
"2000-09-14","3.7504","1.1549","8.2773","107.50","0.7103",,,,,
"2000-09-13","3.7506","1.1640","8.2777","107.11","0.7095",,,,,
"2000-09-12","3.7506","1.1593","8.2787","106.91","0.7109",,,,,
"2000-09-11","3.7506","1.1632","8.2786","106.01","0.7110",,,,,
"2000-09-10","3.7506","1.1533","8.2794","106.02","0.7070",,,,,
"2000-09-09","3.7506","1.1533","8.2794","106.02","0.7070",,,,,
"2000-09-08","3.7505","1.1500","8.2794","106.10","0.7044",,,,,
"2000-09-07","3.7505","1.1458","8.2790","105.03","0.6953",,,,,
"2000-09-06","3.7506","1.1481","8.2794","105.89","0.6947",,,,,
"2000-09-05","3.7500","1.1226","8.2790","105.78","0.6871",,,,,
"2000-09-04","3.7506","1.1128","8.2786","105.84","0.6855",,,,,
"2000-09-03","3.7505","1.1110","8.2787","105.88","0.6829",,,,,
"2000-09-02","3.7505","1.1075","8.2787","105.86","0.6830",,,,,
"2000-09-01","3.7506","1.1106","8.2787","105.89","0.6827",,,,,
"2000-08-31","3.7506","1.1257","8.2786","106.63","0.6897",,,,,
"2000-08-30","3.7506","1.1189","8.2788","106.40","0.6849",,,,,
"2000-08-29","3.7504","1.1201","8.2799","106.10","0.6863",,,,,
"2000-08-28","3.7506","1.1099","8.2799","106.43","0.6799",,,,,
"2000-08-27","3.7506","1.1079","8.2799","106.85","0.6803",,,,,
"2000-08-26","3.7506","1.1068","8.2799","106.83","0.6803",,,,,
"2000-08-25","3.7503","1.1087","8.2799","106.89","0.6797",,,,,
"2000-08-24","3.7503","1.1072","8.2799","106.84","0.6746",,,,,
"2000-08-23","3.7503","1.1112","8.2793","107.09","0.6727",,,,,
"2000-08-22","3.7503","1.1146","8.2799","108.21","0.6739",,,,,
"2000-08-21","3.7503","1.1089","8.2799","108.60","0.6720",,,,,
"2000-08-20","3.7505","1.1023","8.2797","108.33","0.6711",,,,,
"2000-08-19","3.7505","1.1022","8.2797","108.32","0.6709",,,,,
"2000-08-18","3.7503","1.1030","8.2797","108.43","0.6714",,,,,
"2000-08-17","3.7503","1.0900","8.2799","108.53","0.6669",,,,,
"2000-08-16","3.7499","1.0926","8.2797","108.64","0.6664",,,,,
"2000-08-15","3.7504","1.0949","8.2788","109.05","0.6645",,,,,
"2000-08-14","3.7503","1.1040","8.2795","109.45","0.6645",,,,,
"2000-08-13","3.7505","1.1063","8.2796","108.56","0.6655",,,,,
"2000-08-12","3.7504","1.1074","8.2796","108.55","0.6660",,,,,
"2000-08-11","3.7506","1.1074","8.2796","108.59","0.6656",,,,,
"2000-08-10","3.7505","1.1009","8.2799","108.79","0.6679",,,,,
"2000-08-09","3.7506","1.1114","8.2798","107.84","0.6655",,,,,
"2000-08-08","3.7506","1.1084","8.2799","108.55","0.6645",,,,,
"2000-08-07","3.7505","1.1003","8.2799","109.03","0.6614",,,,,
"2000-08-06","3.7505","1.1018","8.2798","108.56","0.6646",,,,,
"2000-08-05","3.7505","1.1019","8.2798","108.60","0.6641",,,,,
"2000-08-04","3.7505","1.1020","8.2798","108.55","0.6643",,,,,
"2000-08-03","3.7506","1.1028","8.2796","108.34","0.6685",,,,,
"2000-08-02","3.7505","1.0943","8.2791","108.96","0.6693",,,,,
"2000-08-01","3.7505","1.0938","8.2788","109.24","0.6700",,,,,
"2000-07-31","3.7506","1.0782","8.2792","109.30","0.6668",,,,,
"2000-07-30","3.7506","1.0817","8.2794","109.53","0.6651",,,,,
"2000-07-29","3.7505","1.0828","8.2794","109.58","0.6652",,,,,
"2000-07-28","3.7506","1.0823","8.2794","109.54","0.6648",,,,,
"2000-07-27","3.7505","1.0718","8.2793","109.20","0.6603",,,,,
"2000-07-26","3.7507","1.0612","8.2796","109.20","0.6595",,,,,
"2000-07-25","3.7508","1.0657","8.2797","109.15","0.6596",,,,,
"2000-07-24","3.7502","1.0717","8.2798","108.78","0.6596",,,,,
"2000-07-23","3.7506","1.0671","8.2795","108.79","0.6588",,,,,
"2000-07-22","3.7506","1.0680","8.2795","109.02","0.6590",,,,,
"2000-07-21","3.7506","1.0667","8.2795","108.87","0.6579",,,,,
"2000-07-20","3.7506","1.0713","8.2796","107.57","0.6608",,,,,
"2000-07-19","3.7506","1.0815","8.2796","108.26","0.6676",,,,,
"2000-07-18","3.7506","1.0794","8.2796","108.28","0.6677",,,,,
"2000-07-17","3.7506","1.0678","8.2791","108.14","0.6690",,,,,
"2000-07-16","3.7505","1.0657","8.2796","107.82","0.6663",,,,,
"2000-07-15","3.7505","1.0664","8.2796","107.80","0.6664",,,,,
"2000-07-14","3.7504","1.0662","8.2796","107.80","0.6668",,,,,
"2000-07-13","3.7505","1.0667","8.2791","108.19","0.6653",,,,,
"2000-07-12","3.7504","1.0610","8.2795","108.24","0.6633",,,,,
"2000-07-11","3.7505","1.0493","8.2794","107.12","0.6592",,,,,
"2000-07-10","3.7504","1.0464","8.2795","107.04","0.6605",,,,,
"2000-07-09","3.7505","1.0551","8.2793","107.77","0.6604",,,,,
"2000-07-08","3.7505","1.0536","8.2793","107.90","0.6605",,,,,
"2000-07-07","3.7505","1.0554","8.2793","107.88","0.6606",,,,,
"2000-07-06","3.7505","1.0514","8.2791","107.42","0.6631",,,,,
"2000-07-05","3.7504","1.0495","8.2787","107.04","0.6627",,,,,
"2000-07-04","3.7504","1.0505","8.2789","106.05","0.6597",,,,,
"2000-07-03","3.7505","1.0514","8.2786","105.62","0.6607",,,,,
"2000-07-02","3.7504","1.0501","8.2785","105.93","0.6592",,,,,
"2000-07-01","3.7504","1.0486","8.2782","105.93","0.6590",,,,,
"2000-06-30","3.7504","1.0486","8.2782","105.93","0.6590",,,,,
"2000-06-29","3.7504","1.0504","8.2780","105.18","0.6583",,,,,
"2000-06-28","3.7504","1.0604","8.2775","105.48","0.6611",,,,,
"2000-06-27","3.7504","1.0568","8.2774","105.33","0.6640",,,,,
"2000-06-26","3.7504","1.0670","8.2773","105.62","0.6677",,,,,
"2000-06-25","3.7503","1.0678","8.2769","105.18","0.6651",,,,,
"2000-06-24","3.7503","1.0679","8.2769","104.92","0.6650",,,,,
"2000-06-23","3.7503","1.0679","8.2769","104.62","0.6648",,,,,
"2000-06-22","3.7503","1.0668","8.2771","104.29","0.6603",,,,,
"2000-06-21","3.7503","1.0571","8.2772","105.58","0.6666",,,,,
"2000-06-20","3.7503","1.0451","8.2770","105.46","0.6584",,,,,
"2000-06-19","3.7503","1.0438","8.2768","105.71","0.6612",,,,,
"2000-06-18","3.7503","1.0375","8.2768","106.46","0.6600",,,,,
"2000-06-17","3.7503","1.0358","8.2768","106.52","0.6589",,,,,
"2000-06-16","3.7503","1.0351","8.2768","106.15","0.6600",,,,,
"2000-06-15","3.7503","1.0481","8.2768","106.57","0.6605",,,,,
"2000-06-14","3.7503","1.0435","8.2768","106.65","0.6668",,,,,
"2000-06-13","3.7504","1.0407","8.2770","106.94","0.6626",,,,,
"2000-06-12","3.7505","1.0491","8.2771","106.78","0.6610",,,,,
"2000-06-11","3.7504","1.0482","8.2772","107.83","0.6625",,,,,
"2000-06-10","3.7504","1.0485","8.2772","107.83","0.6627",,,,,
"2000-06-09","3.7504","1.0489","8.2772","107.83","0.6625",,,,,
"2000-06-08","3.7504","1.0450","8.2775","107.83","0.6621",,,,,
"2000-06-07","3.7505","1.0394","8.2773","107.83","0.6566",,,,,
"2000-06-06","3.7504","1.0478","8.2773","107.83","0.6541",,,,,
"2000-06-05","3.7505","1.0543","8.2770","107.83","0.6581",,,,,
"2000-06-04","3.7503","1.0568","8.2771","107.83","0.6626",,,,,
"2000-06-03","3.7503","1.0557","8.2771","107.83","0.6614",,,,,
"2000-06-02","3.7503","1.0592","8.2771","107.83","0.6628",,,,,
"2000-06-01","3.7504","1.0731","8.2771","107.83","0.6691",,,,,
"2000-05-31","3.7505","1.0665","8.2773","107.83","0.6662",,,,,
"2000-05-30","3.7504","1.0753","8.2772","107.83","0.6684",,,,,
"2000-05-29","3.7504","1.0787","8.2768","107.83","0.6700",,,,,
"2000-05-28","3.7503","1.0661","8.2771","107.83","0.6698",,,,,
"2000-05-27","3.7503","1.0691","8.2771","107.83","0.6698",,,,,
"2000-05-26","3.7503","1.0738","8.2771","107.83","0.6703",,,,,
"2000-05-25","3.7503","1.0962","8.2773","107.83","0.6795",,,,,
"2000-05-24","3.7504","1.1038","8.2769","107.83","0.6770",,,,,
"2000-05-23","3.7503","1.1026","8.2768","106.48","0.6766",,,,,
"2000-05-22","3.7501","1.1074","8.2770","106.99","0.6693",,,,,
"2000-05-21","3.7503","1.1154","8.2768","106.99","0.6723",,,,,
"2000-05-20","3.7503","1.1145","8.2768","106.93","0.6725",,,,,
"2000-05-19","3.7503","1.1118","8.2768","106.89","0.6716",,,,,
"2000-05-18","3.7506","1.1186","8.2773","108.54","0.6742",,,,,
"2000-05-17","3.7506","1.1176","8.2768","109.46","0.6689",,,,,
"2000-05-16","3.7501","1.1083","8.2772","109.55","0.6692",,,,,
"2000-05-15","3.7501","1.0969","8.2777","109.42","0.6636",,,,,
"2000-05-14","3.7503","1.0878","8.2778","108.45","0.6577",,,,,
"2000-05-13","3.7503","1.0871","8.2778","108.45","0.6573",,,,,
"2000-05-12","3.7503","1.0877","8.2778","108.51","0.6588",,,,,
"2000-05-11","3.7502","1.1090","8.2782","108.51","0.6643",,,,,
"2000-05-10","3.7502","1.1025","8.2785","109.48","0.6616",,,,,
"2000-05-09","3.7500","1.1017","8.2790","109.18","0.6529",,,,,
"2000-05-08","3.7500","1.1126","8.2798","109.04","0.6525",,,,,
"2000-05-07","3.7503","1.1145","8.2799","108.52","0.6542",,,,,
"2000-05-06","3.7503","1.1138","8.2799","108.88","0.6531",,,,,
"2000-05-05","3.7503","1.1135","8.2799","108.48","0.6542",,,,,
"2000-05-04","3.7503","1.1228","8.2799","108.08","0.6485",,,,,
"2000-05-03","3.7502","1.1169","8.2799","109.06","0.6400",,,,,
"2000-05-02","3.7505","1.1001","8.2799","108.46","0.6409",,,,,
"2000-05-01","3.7504","1.0918","8.2799","108.75","0.6438",,,,,
"2000-04-30","3.7505","1.0970","8.2799","107.90","0.6439",,,,,
"2000-04-29","3.7505","1.0963","8.2795","108.10","0.6442",,,,,
"2000-04-28","3.7505","1.0970","8.2799","108.10","0.6442",,,,,
"2000-04-27","3.7505","1.0992","8.2798","106.34","0.6357",,,,,
"2000-04-26","3.7505","1.0824","8.2795","106.24","0.6344",,,,,
"2000-04-25","3.7506","1.0856","8.2791","105.87","0.6323",,,,,
"2000-04-24","3.7506","1.0653","8.2785","105.74","0.6333",,,,,
"2000-04-23","3.7505","1.0633","8.2785","105.40","0.6329",,,,,
"2000-04-22","3.7504","1.0645","8.2785","105.63","0.6331",,,,,
"2000-04-21","3.7504","1.0654","8.2785","105.79","0.6337",,,,,
"2000-04-20","3.7504","1.0652","8.2791","105.68","0.6329",,,,,
"2000-04-19","3.7504","1.0626","8.2793","104.79","0.6319",,,,,
