,Country Name,Country Code,Indicator Name,Indicator Code,Time Period,Value,Status,Unnamed: 7
2895068,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958M3,1.876103451,,
2895452,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958M9,73.04226638,,
2898971,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964M1,5.017876253,,
2898972,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007M6,91.2570408,,
2902560,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009M9,93.63449692,,
2905581,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005M6,97.45205547,,
2905614,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1959M8,72.01865104,,
2907176,Belgium-Luxembourg,126,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989M6,109.7912919,,
2909644,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991M8,95.70135747,,
2910602,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M9,97.33647702,,
2911791,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2003M1,91.33470226,,
2911943,Zimbabwe,698,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1986M12,95.49071618,,
2912248,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970M5,70.03801373,,
2912249,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981M8,119.0599204,,
2912857,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985M8,69.68675308,,
2912912,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008M1,95.84762726,,
2914835,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989M3,52.42273001,,
2914836,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990M3,50.71726552,,
2918723,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988M7,72.2590829,,
2918724,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M1,89.26581052,,
2919170,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958M12,70.62945879,,
2920188,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1971M12,18.74305317,,
2920216,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2012M10,112.5565611,,
2920300,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987M5,92.62607644,,
2920587,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M4,6.235524691,,
2921381,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995M9,63.90022854,,
2921739,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002M5,91.08829569,,
2924314,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M9,7.381989713,,
2928844,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967M8,52.47372517,,
2928850,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989M4,86.07636729,,
2931580,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M5,85.22412603,,
2931647,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960M6,12.33795405,,
2934839,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1959M2,4.727137424,,
2935558,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997M3,99.97773033,,
2937615,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M10,63.04988444,,
2939651,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008M9,108.4241114,,
2939652,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2011M2,100.6659181,,
2940220,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968M1,42.13493664,,
2940233,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978M3,70.57560449,,
2941051,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960M8,72.60357409,,
2942224,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989M5,108.8762994,,
2943843,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007M3,90.15837104,,
2945035,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970M2,55.29115514,,
2945151,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1959M11,42.13493664,,
2948558,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1977M11,51.56539511,,
2949769,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964M10,2.110616383,,
2949770,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967M9,3.302723784,,
2949780,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979M9,8.702565355,,
2950441,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983M1,34.86771452,,
2956555,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983M3,54.34631348,,
2956556,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007M10,105.2580567,,
2957960,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005M9,65.0273224,,
2958929,Belgium,124,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999M3,74.66666667,,
2959587,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987M12,86.40248988,,
2961002,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M5,40.56569116,,
2964439,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985M8,94.53402125,,
2964747,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M8,43.25446243,,
2965125,Euro Area,163,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002M8,89.54477239,,
2965588,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007M5,81.32957654,,
2966582,Bangladesh,513,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985M7,105.8823529,,
2966641,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1966M10,53.98488508,,
2969486,Belgium-Luxembourg,126,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997M9,107.7922078,,
2971190,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961M7,4.407664136,,
2975186,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985M10,66.32158279,,
2976314,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980M12,97.99691834,,
2977158,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M2,24.80008053,,
2978813,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961M10,40.08955137,,
2981535,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991M7,94.28907168,,
2981536,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009M5,93.72502938,,
2982990,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996M7,66.76288481,,
2984331,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1977M7,32.9392011,,
2986355,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M9,87.55656109,,
2989459,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967M3,13.65304029,,
2994297,Zimbabwe,698,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980M10,57.65816585,,
2994589,Belgium-Luxembourg,126,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995M2,101.6983017,,
2994761,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M11,24.1331306,,
2996575,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964M9,30.32101298,,
2996710,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002M5,92.12690952,,
2998008,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975M12,31.04753992,,
2998137,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M10,96.62773337,,
3000197,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M1,82.32534624,,
3002035,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006M11,80.61943266,,
3003551,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001M12,102.982856,,
3005590,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2003M7,92.22948675,,
3006994,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963M6,40.49862842,,
3007417,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M12,121.4151224,,
3007704,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M7,92.56118246,,
3008857,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001M9,93.43210314,,
3009605,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M10,11.6929057,,
3010029,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990M12,24.54780227,,
3011085,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999M5,82.53405511,,
3015469,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969M1,4.954296924,,
3016230,Euro Area,163,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998M3,0,,
3016712,Belgium,124,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000M10,86.75,,
3019505,Papua New Guinea,853,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978M11,5.536447046,,
3019684,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M12,94.01502302,,
3020686,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M3,84.37188477,,
3021542,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000M6,91.96832579,,
3021836,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M12,102.9,,
3022893,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961M3,4.832028984,,
3023289,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975M1,28.59077625,,
3023290,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980M7,41.85708535,,
3023306,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M7,101.3282558,,
3023354,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967M8,3.478608483,,
3023355,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975M5,6.436614376,,
3024477,Euro Area,163,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2011M5,104.5522761,,
3024478,Euro Area,163,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2013M3,109.0545273,,
3026353,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2011M5,102.1653101,,
3026753,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M8,54.14172994,,
3026760,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006M6,97.62563445,,
3027816,Belgium-Luxembourg,126,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997M1,104.7952048,,
3028774,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980M9,18.97725491,,
3033386,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985M6,68.47074263,,
3033638,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1965M5,27.62291612,,
3034262,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981M8,30.68263219,,
3035104,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995M3,103.0144264,,
3037650,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M1,77.35705454,,
3038230,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1974M5,33.36430233,,
3042767,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981M11,78.76834704,,
3042768,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005M4,99.76082474,,
3043121,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1957M10,11.86574579,,
3043140,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958M1,11.97471693,,
3043141,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972M1,19.05103761,,
3043832,Bangladesh,513,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988M8,97.36308316,,
3051776,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963M9,69.09403577,,
3051777,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983M5,111.2155126,,
3053157,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M12,95.36199095,,
3053158,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M7,87.21719457,,
3054192,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M5,109.3735819,,
3056911,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998M6,109.0639175,,
3059085,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968M9,13.60266007,,
3059086,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M2,102.1467889,,
3059160,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972M8,17.96210387,,
3059477,Bangladesh,513,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981M5,53.34106056,,
3060491,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M7,78.89060092,,
3062203,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2011M8,107.4,,
3064427,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979M4,58.1445722,,
3064428,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005M2,101.3443299,,
3064807,Papua New Guinea,853,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M11,6.039647941,,
3069809,Papua New Guinea,853,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M2,3.637673013,,
3073433,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005M5,88.12217195,,
3073434,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008M2,92.64705882,,
3074045,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M10,101.6949153,,
3076361,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996M1,103.2227468,,
3076362,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006M9,100.9027223,,
3076535,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006M2,69.58105647,,
3079860,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1986M10,68.78137366,,
3083785,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008M8,103.0164008,,
3087155,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M8,104.4123711,,
3087975,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998M12,109.5125552,,
3091857,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M12,40.64690375,,
3093925,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002M6,90.84188912,,
3095754,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979M2,45.48750841,,
3095755,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988M9,86.65158371,,
3095792,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999M2,91.85520362,,
3095892,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985M10,109.4656472,,
3095902,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009M12,103.4413632,,
3096018,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970M3,68.71391198,,
3096026,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968M6,63.27812584,,
3096045,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983M11,113.0986438,,
3096301,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1974M8,20.67217776,,
3096305,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960M7,13.98116332,,
3097020,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970M5,14.40504695,,
3097021,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975M1,20.95279556,,
3098948,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998M8,94.11764706,,
3099833,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996M9,103.4782599,,
3100540,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M4,112.3981849,,
3100823,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M3,47.72232923,,
3100824,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996M4,90.05875441,,
3101441,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007M11,99.38398357,,
3101542,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969M4,42.95309075,,
3101549,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M9,49.95234461,,
3104998,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960M7,10.19153104,,
3105796,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968M6,14.92991246,,
3106520,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988M6,104.862382,,
3107887,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990M11,108.0210919,,
3107888,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M9,102.5830831,,
3108635,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1957M2,13.82254396,,
3108790,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M4,97.85067873,,
3110368,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963M12,68.43599733,,
3110689,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M12,85.22412603,,
3111996,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1994M9,120.2259439,,
3117826,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001M4,48.99817851,,
3118603,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963M11,12.76173068,,
3118604,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988M7,97.54683675,,
3118605,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2012M1,103.6206186,,
3120547,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1986M9,40.43985272,,
3121380,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970M2,16.4845006,,
3121399,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006M11,103.0268041,,
3121521,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1994M8,78.77890844,,
3121522,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995M12,83.96173136,,
3121523,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007M10,94.15824501,,
3122299,Papua New Guinea,853,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972M12,2.362636225,,
3122903,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961M1,4.920061901,,
3123199,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M11,11.82778394,,
3124122,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004M6,97.60027058,,
3124769,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992M4,85.22412603,,
3125639,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989M11,89.25558302,,
3125733,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010M7,47.15649647,,
3126225,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964M7,68.21665119,,
3126288,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1974M7,64.22444307,,
3129450,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983M9,39.10386445,,
3129462,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978M10,42.49490917,,
3134063,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M2,4.367702612,,
3134599,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998M5,98.72240457,,
3134807,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2011M5,106.2279671,,
3136027,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001M5,107.0110461,,
3137075,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964M10,14.95553937,,
3137130,Zimbabwe,698,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978M6,35.32790634,,
3137313,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009M5,122.3588342,,
3138016,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000M3,104.0564588,,
3139973,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976M5,44.02710925,,
3140038,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969M3,5.009953645,,
3140757,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981M3,23.0669269,,
3142086,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975M7,10.93007687,,
3142484,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2013M7,107.0741928,,
3144150,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982M2,91.21725732,,
3144577,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990M12,84.37188477,,
3144791,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973M6,52.99346761,,
3145426,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1959M4,13.9358435,,
3145440,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002M12,118.3670103,,
3145998,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001M11,94.8986242,,
3148299,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002M2,90.24676851,,
3148925,Belgium,124,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997M12,76.41666667,,
3153745,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006M6,99.89099197,,
3156941,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991M12,66.82826708,,
3157600,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1986M6,40.29636418,,
3159044,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984M5,40.27885578,,
3159286,Belgium,124,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997M8,77,,
