,Country Name,Country Code,Indicator Name,Indicator Code,Time Period,Value,Status,Unnamed: 7
1357,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980,8.950932052,,
1358,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990,19.46444445,,
4089,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969,13.91753646,,
5233,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007,91.82845268,,
9901,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969,33.20067232,,
10046,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961,0.011896199,,
10118,Euro Area,163,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999,0,,
12136,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,49.45390525,,
12390,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958,8.432588866,,
12391,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1994,100.75,,
12584,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1954,13.77805396,,
14039,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,13.18702323,,
14623,Papua New Guinea,853,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,4.572140954,,
14754,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2006,75.70568701,,
19300,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961,47.76705135,,
19671,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1949,49.26469818,,
20916,Solomon Islands,813,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991,105.8823529,,
21983,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990,100,,
28473,Rwanda,714,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,176.2100706,,
29543,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1962,7.445796551,,
29647,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975,26.94064889,,
29648,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983,68.91317547,,
33412,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987,77.29204614,,
34569,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989,74.42997336,,
35793,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983,9.989836633,,
36509,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,0.014921456,,
36532,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978,56.19344248,,
37004,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000,74.76013189,,
37381,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,14.65840514,,
38046,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1954,11.91417741,,
38804,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,5.323953662,,
39952,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,34.75131406,,
40848,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985,105.9402985,,
41516,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1962,48.94940411,,
41517,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985,100,,
42050,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,59.37313433,,
42051,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984,108.2686567,,
42505,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963,11.85548532,,
43319,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988,16.43902526,,
44857,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1953,11.67789754,,
44930,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004,78.78479187,,
45767,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,17.13006397,,
45895,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983,64.67658596,,
47008,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1948,38.04416609,,
47091,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960,70.03314512,,
47100,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983,55.8121097,,
47574,South Africa,199,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979,8.758562841,,
48520,Latvia,941,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001,55.19617225,,
48521,Latvia,941,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2003,61.24401914,,
48772,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969,59.16795069,,
50137,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1957,12.28017923,,
50397,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2010,100,,
52064,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997,97.26533002,,
52619,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1950,9.606012493,,
53393,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000,88.16977012,,
54551,Rwanda,714,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1971,171.1193692,,
55061,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1952,77.26383035,,
55112,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,35.06445452,,
56292,Paraguay,288,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1966,0.013827719,,
58227,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982,33.96493248,,
59325,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1993,53.9381896,,
59640,Solomon Islands,813,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982,77.3993808,,
59769,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007,60.68719322,,
60771,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982,7.787604276,,
61462,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996,86.06391955,,
61780,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001,94.33623658,,
61818,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979,36.54897665,,
62200,Solomon Islands,813,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,44.19504644,,
62767,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008,105.6538244,,
63041,South Africa,199,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961,1.558786523,,
63484,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992,43.03197496,,
63640,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1971,5.612334486,,
63641,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1993,54.83055725,,
63952,Kenya,664,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981,14.67741935,,
64418,Tunisia,744,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,23.82083109,,
64669,Senegal,722,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,39.19049149,,
66167,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1971,1.297021453,,
66168,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987,16.19932449,,
66257,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1974,30.69415054,,
66474,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984,12.1839658,,
66626,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1953,82.10878242,,
67096,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999,50.40983607,,
67147,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998,131.7664674,,
67335,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987,72.22222222,,
67481,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979,89.64179104,,
68118,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008,109.4751827,,
68165,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2013,114.7189429,,
68202,Kenya,664,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960,3.381414308,,
68222,Kenya,664,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978,10.43150398,,
69264,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1949,9.417659306,,
69541,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,17.67506299,,
69542,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983,67.07883948,,
69887,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1985,115.1229199,,
70247,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1979,77.03777404,,
70374,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,22.40557999,,
70375,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2011,118.0195352,,
70937,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1954,20.7222815,,
72340,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995,33.29740333,,
73008,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009,87.89237668,,
73029,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,55.97570522,,
74652,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960,20.51505868,,
74653,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996,83.73716632,,
75153,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995,39.75266174,,
77180,Fiji,819,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1957,24.69650117,,
77915,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963,40.83952597,,
78773,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997,85.31143053,,
79201,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998,41.09828635,,
79540,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2003,49.08925319,,
80100,Belgium,124,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1993,68.58333333,,
80414,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1957,13.38626094,,
80431,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2012,141.1374637,,
80458,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,5.302888892,,
80571,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988,75.28602287,,
80847,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,0.101226719,,
81779,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998,86.60946758,,
81780,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007,98.59502095,,
83985,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980,87.49341915,,
84117,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981,44.73511681,,
84502,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008,125.9448998,,
84924,Malawi,676,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1965,20.70350385,,
85874,Kenya,664,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999,92.90322581,,
85941,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1974,5.090179736,,
85957,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978,8.209967316,,
85958,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982,10.18035947,,
86742,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1959,71.68963182,,
87361,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,13.57913939,,
87374,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,13.98651357,,
87375,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996,45.72980238,,
87706,Libya,672,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996,63.64583333,,
88172,Malawi,676,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1975,38.66551125,,
88201,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004,90.02741872,,
89103,Fiji,819,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980,123.1362468,,
89658,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,22.62873139,,
90289,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,18.4929747,,
90479,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1999,48.44953261,,
90827,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980,71.65662078,,
90879,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,14.81502938,,
91740,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000,93.89737564,,
91812,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008,114.2135399,,
94512,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1952,0.013630738,,
94980,Kenya,664,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997,98.06451613,,
96132,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1953,12.10790387,,
96133,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1962,12.37629574,,
97800,Panama,283,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,32.36541346,,
98190,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1976,44.68484547,,
98203,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002,117.2536082,,
98359,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1980,53.98414311,,
99086,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005,93.3568351,,
99566,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988,106.2024614,,
100409,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963,11.74655642,,
100530,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991,30.37687907,,
100551,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000,104.2086543,,
100667,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981,42.31176195,,
101682,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,0.127811941,,
101879,Libya,672,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990,57.76928675,,
101880,Libya,672,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997,57.44791667,,
103166,Burkina Faso,748,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1988,88.21502412,,
103685,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981,2.803091099,,
105421,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989,85.93361688,,
105700,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967,56.52809705,,
106533,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1965,54.03352096,,
107132,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1971,24.05815073,,
108022,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964,68.07651337,,
109664,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2013,103.4969072,,
109858,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1955,1.991488803,,
109859,India,534,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1962,2.071530894,,
110493,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973,29.92599237,,
112342,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981,24.05011543,,
112373,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998,93.32740214,,
113866,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1951,13.9358435,,
114952,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004,100.7927857,,
116013,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000,106.9368744,,
116096,France,132,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1993,119.1259538,,
118382,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1949,19.01126743,,
118813,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967,15.92991542,,
119956,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982,4.449232853,,
120264,Pakistan,564,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1983,10.9330737,,
120311,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2000,48.17850638,,
120316,Morocco,686,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987,87.59415513,,
121056,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005,99.71038272,,
121842,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991,95.02262443,,
122231,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1969,23.71665117,,
122601,Finland,172,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,17.95879642,,
122688,Finland,172,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984,72.04301075,,
122689,Finland,172,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1995,100,,
123362,Belgium-Luxembourg,126,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964,36.82910492,,
123485,Netherlands,138,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,45.93831692,,
123513,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1965,5.094247293,,
123943,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1982,73.62900684,,
123980,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009,95.54414784,,
123999,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007,100.6350515,,
124490,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1948,50.74263912,,
124491,Switzerland,146,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958,47.29411025,,
125325,Finland,172,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,15.92572513,,
125522,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,14.61742539,,
125660,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001,91.36646661,,
126591,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1957,13.74323428,,
126592,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1965,15.00085918,,
127005,Burkina Faso,748,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967,31.82234829,,
127006,Burkina Faso,748,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1990,90.28256375,,
127199,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1973,74.27165486,,
127200,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2003,92.46504075,,
127693,Denmark,128,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1998,84.27104723,,
129034,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1991,106.0501444,,
129447,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1970,70.00897641,,
129462,Japan,158,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1984,112.4340093,,
129575,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961,13.36335401,,
132185,Papua New Guinea,853,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1992,8.548314142,,
134010,"China, P.R.: Hong Kong",532,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009,95.58823529,,
134325,Fiji,819,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1981,108.3976007,,
134733,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2002,55.91108117,,
138250,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1965,54.77885626,,
138343,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1987,55.18605343,,
138613,Fiji,819,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963,28.22457276,,
139947,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2008,102.1099372,,
140678,Finland,172,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963,10.66734938,,
141454,Canada,156,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978,39.13482534,,
141811,Malawi,676,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1964,19.69866346,,
141887,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958,12.24512678,,
143329,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004,102.9608247,,
143352,Ireland,178,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009,97.8556701,,
143371,Syrian Arab Republic,463,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960,14.63539446,,
144305,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2009,90.95060191,,
144747,Spain,184,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1972,14.78699895,,
145601,Malawi,676,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1967,19.04456925,,
145664,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1996,56.37522769,,
145665,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2001,48.83120826,,
148838,Norway,142,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1960,12.13955933,,
148965,Thailand,578,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1978,29.09677001,,
149785,Jordan,439,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1989,33.70644723,,
150163,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1966,0.049556713,,
152860,Iceland,176,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2004,49.05013871,,
152874,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007,102.9340973,,
153244,Kenya,664,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1963,3.266138821,,
153573,Sri Lanka,524,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,12.59645315,,
154192,"Korea, Republic of",542,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1968,13.1191947,,
156164,Finland,172,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1961,10.66734938,,
157486,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1952,2.498629781,,
157495,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1958,5.078395635,,
157496,Greece,174,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,1997,100.7117438,,
158014,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2005,82.42924852,,
158044,Italy,136,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2007,91.05715071,,
158688,Germany,134,"Goods, Deflator/Unit Value of Exports, Index",TXG_D_FOB_IX,2012,107.1333111,,
